No,구분,대분류,중분류,"소분류
(작업 기준)","작업
등급",재해유형,세부 위험요인,"위험
등급",위험성 감소 대책,"위험
등급"
596,SKO,Family Biz.(SK쉴더스),실내,캡스홈 설치,C2등급,떨어짐,사다리 전도로 인한 추락 위험,C2,사다리 전도방지대 부착 후 사용,C1
597,SKO,Family Biz.(SK쉴더스),실내,캡스홈 설치,C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
598,SKO,Family Biz.(SK쉴더스),실내,캡스홈 설치,C2등급,넘어짐,주변 재재에 걸려 넘어질 위험,C1,이동 동선 및 작업 동선 확보 후 작업,C1
599,SKO,Family Biz.(SK쉴더스),실내,캡스홈 설치,C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
600,SKO,Family Biz.(SK쉴더스),실내,캡스홈 설치,C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
601,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,미끄러짐,이동중 미끄러짐으로 인한 골절,C2,"전방 주시 및 이동 동선 사전 확인 후 이동, 안전화 착용",C1
602,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,미끄러짐,사다리작업 중 추락에 의한 인체손상,C2,사다리 미끄러짐 방지 테이프 부작 후 작업,C1
603,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C1,부스바 등 쇼트가 발생할수 있는 부분 작업전 절연방호 조치 후 작업,C1
604,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,흩날림,장비 청소 시 미세먼지 발생,C1,방진마스크 및 보안경 착용 후 작업,C1
605,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,미끄러짐,사다리작업 중 추락에 의한 인체손상,C2,사다리 미끄러짐 방지 테이프 부작 후 작업,C1
606,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
607,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,감전,AC 분전반(전원함) 내 부스바 인출 시 쇼트 발생,C2,차단기 OFF 확인 후 테스터기 측정하여 정전 확인하여 작업 시작,C1
608,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,부딪힘,지하철 모터카 이동에 의한 근로자와 부딪힘 위험,C2,"역무원 보고 및 모터카 운행 사전확인, 작업구간 전후 경광봉 설치 및 신호수 배치",C1
609,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,맞음,"작업도구(몽키,토크렌치등)떨어트림, 공구 부딪힘(얼굴등)",C1,"공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
610,SKO,Family Biz.(서울교통공사),실외/실내,지하철 지상파DMB 유지보수,C2등급,떨어짐,장비 출력부 더미작업 중 선로 추락,C2,2m이상 고소작업 시 전체식 안전대 착용 및 안전고리 체결,C1
611,SKO,터널(지하철/철도/도로),실외,장비점검 및 시설,S등급,끼임,"o 장비설치에 따른 상해위험(끼임, 낙하, 부딪힘 등)",C3,o 장비 및 공.도구 낙하방지 조치. 상/하 동시작업 금지,C1
612,SKO,터널(지하철/철도/도로),실외,장비점검 및 시설,S등급,절단/배임/찔림,"o 장비(드릴, 그라인더 등) 사용에 따른 작업부산물(비산먼지, 파쇄석 등)로 근로자 눈.얼굴 부상",C2,o 작업자 눈보호를 위한 보안경 착용,C1
613,SKO,터널(지하철/철도/도로),실외,장비점검 및 시설,S등급,끼임,o 철자재 조립시 손끼임 부상 위험,C2,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
614,SKO,터널(지하철/철도/도로),실외,장비점검 및 시설,S등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
615,SKO,터널(지하철/철도/도로),실외,장비점검 및 시설,S등급,추락,o 토목 한계선 범위를 벗어난 장비 설치로 2차 사고 발생,C4,o 작업전 토목 한계 범위내 여부 측정후 작업 시행,C1
616,SKO,터널(지하철/철도/도로),실외,장비점검 및 시설,S등급,낙하/전복/붕괴/전도,"o 장비(비계, 고소차 등) 사용으로 인한 위험",S,"o 차량 사전 안전조치/확인(주변통제, 중장비 관련 안전서류, 아웃트리거, 개인보호구 착용 등) ",C1
617,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,추락,o 급전선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
618,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,절단/배임/찔림,o 급전선 고정 작업 중 드릴작업으로 분진/파쇄석에 의한 위험,C2,"o 드릴작업에 따른 분진 방지마개 활용, 방진마스크, 보안경 착용",C1
619,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,절단/배임/찔림,o 급전선 커팅 Tool에 근로자 손베임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
620,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,감전,o 급선선 포설시 지하철 고압/전원에 감전 사고 발생,S,"o 급전선과 지하철 전원과 충분한 이격거리 시설, 개인 활선경보기 착용",C1
621,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,끼임,o 커넥터 조립에 따른 손감김,C3,o 무리한 힘을 가하지말고 여러 번으로 조립,C1
622,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
623,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,넘어짐,o 작업시 근로자 넘어짐에 따른 부상,C4,"o 안전화착용(미끄럼방지등), 겨울철 결빙시는 친환경 제설제 살포 후 안전작업",C1
624,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
625,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,감전,o 트레이 작업 시 누전에 의한 감전위험,C4,"o 공도구 사용 시 점검필증부착여부를 확인하고, 사용 전 피복상태등 확인 후 사용",C1
626,SKO,터널(지하철/철도/도로),실외,급전선 점검 및 시설,S등급,끼임,o 트렌치 덮개 개폐시 손가락 끼임/협착 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
627,SKO,터널(지하철/철도/도로),실외,안테나 점검 및 시설,S등급,감전,o 안테나 설치시 지하철 고압/전원에 감전 사고 발생,C4,"o 안테나와 지하철 전원과 충분한 이격거리 시설, 개인 활선경보기 착용",C1
628,SKO,터널(지하철/철도/도로),실외,안테나 점검 및 시설,S등급,절단/배임/찔림,"o 장비(드릴, 그라인더 등) 사용에 따른 작업부산물(비산먼지, 파쇄석 등)로 근로자 눈.얼굴 부상",C2,o 작업자 눈보호를 위한 보안경 착용,C1
629,SKO,터널(지하철/철도/도로),실외,안테나 점검 및 시설,S등급,불안정한 작업자세,o 안테나 설치 작업 중 작업자 추락위험,S,o 생명줄 설치 및 이중안전고리 체결 후 작업,C1
630,SKO,터널(지하철/철도/도로),실외,안테나 점검 및 시설,S등급,넘어짐,"o 사다리 작업 중 낙상위험(미끄러짐, 전도 등)",C4,"o 사다리 작업 시 2인 1조, 전도방지대 설치, 미끄럼방지 조치, 사다리 최상단부 작업금지",C1
631,SKO,터널(지하철/철도/도로),실외,안테나 점검 및 시설,S등급,절단/배임/찔림,o 안테나 설치 작업시 공구 및 안테나 낙하위험,S,"o 안테나/공구 등 낙하방지 조임줄 사용, 상.하 동시작업 금지. 낙하 예상지점에 안전시설 조치",C1
632,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,깔림/끼임,o 전원선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
633,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,절단/배임/찔림,o 전원선 커팅/압착 Tool에 근로자 손베임/끼임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
634,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
635,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,불안정한 작업자세,o 옥상작업시 근로자 넘어짐에 따른 부상,C4,"o 안전화착용(미끄럼방지등), 겨울철 결빙시는 친환경 제설제 살포 후 안전작업",C1
636,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
637,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,불안정한 작업자세,o 작업 시 작업자/주변 부상위험,C3,"o 공.도구 사용 방법 숙지, 작업주변 출입 금지",C1
638,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,감전,o 전원작업 시 작업자 감전 위험,C4,"o 작업 전 검전기(누설전류 등) 확인, 개인보호구(절연장갑 등) 착용 및 작업절차 준수",C1
639,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,화재/폭발,o 작업순서 미준수 및 볼트조임 등의 불량으로 화재위험,S,"o 작업절차 준수(차단기, 전원 극성 확인 등) 및 개인보호구 착용(절연 공.도구, 절연장갑 등)",C1
640,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,감전,o 트레이 작업 시 누전에 의한 감전위험,C4,"o 공도구 사용 시 점검필증부착여부를 확인하고, 사용 전 피복상태등 확인 후 사용",C1
641,SKO,터널(지하철/철도/도로),실외,전원 점검 및 시설,S등급,끼임,o 트렌치 덮개 개폐시 손가락 끼임/협착 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
642,SKO,터널(지하철/철도/도로),실외,접지 점검 및 시설,S등급,깔림/끼임,o 접지선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
643,SKO,터널(지하철/철도/도로),실외,접지 점검 및 시설,S등급,절단/배임/찔림,o 접지선 커팅/압착 Tool에 근로자 손베임/끼임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
644,SKO,터널(지하철/철도/도로),실외,접지 점검 및 시설,S등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
645,SKO,터널(지하철/철도/도로),실외,접지 점검 및 시설,S등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
646,SKO,터널(지하철/철도/도로),실외,접지 점검 및 시설,S등급,감전,o 전원접지 시 작업자 감전 위험,C4,o 작업 전 개인보호구(절연장갑 등) 착용 및 작업절차 준수,C1
647,SKO,터널(지하철/철도/도로),실외,접지 점검 및 시설,S등급,불안정한 작업자세,o 천정파손에 의한 추락위험 및 천정 작업 시 협소한 작업공간에 따른 충돌위험,C3,o 작업동선루트의 천정 안전성 확인 및 후레시 등 조명으로 시야확보,C1
648,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,깔림/끼임,o 접지선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
649,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,절단/배임/찔림,o 접지선 커팅/압착 Tool에 근로자 손베임/끼임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
650,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
651,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,불안정한 작업자세,o 옥상작업시 근로자 넘어짐에 따른 부상,C4,"o 안전화착용(미끄럼방지등), 겨울철 결빙시는 친환경 제설제 살포 후 안전작업",C1
652,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
653,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,불안정한 작업자세,o 작업 시 작업자/주변 부상위험,C3,"o 공.도구 사용 방법 숙지, 작업주변 출입 금지",C1
654,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,절단/배임/찔림,"o 지하 터파기 중 기존 시설물(상수도, 전선관 등) 접촉에 의한 위험",S,"o 작업 전 주변 지장물 확인 및 주의 굴착, 개인보호구 착용(장갑 등)",C1
655,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,감전,o 전원접지 시 작업자 감전 위험,C4,o 작업 전 개인보호구(절연장갑 등) 착용 및 작업절차 준수,C1
656,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,감전,o 트레이 작업 시 누전에 의한 감전위험,C4,"o 공도구 사용 시 점검필증부착여부를 확인하고, 사용 전 피복상태등 확인 후 사용",C1
657,SKO,터널(지하철/철도/도로),실외,정류기 점검 및 시설,S등급,끼임,o 트렌치 덮개 개폐시 손가락 끼임/협착 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
658,SKO,터널(지하철/철도/도로),실외,축전지 점검 및 시설,S등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
659,SKO,터널(지하철/철도/도로),실외,축전지 점검 및 시설,S등급,감전,o 충방전케이블 연결 작업 중 근로자 감전 위험,C4,o 축전지 케이블 연결전 사전에 저압검전기 로 확인 하고 절연장갑 을 착용한 후 작업실시,C1
660,SKO,터널(지하철/철도/도로),실외,축전지 점검 및 시설,S등급,화재/폭발,o 작업순서 미준수 및 볼트조임 등의 불량으로 화재위험,S,"o 작업절차 준수(차단기, 전원 극성 확인 등) 및 개인보호구 착용(절연 공.도구, 절연장갑 등)",C1
661,SKO,터널(지하철/철도/도로),실외,OJC 점검 및 시설,S등급,절단/베임/긁힘,o 구조물에 의한 부딪힘/찍힘 위험,C2,o 개인안전보호구 착용 후 작업,C1
662,SKO,터널(지하철/철도/도로),실외,OJC 점검 및 시설,S등급,불안정한 작업자세,o OJC ~ 장비간 연결 작업 중 근로자 추락 위험,S,o 이중안전고리 확인 후 작업,C1
663,SKO,터널(지하철/철도/도로),실외,OJC 점검 및 시설,S등급,넘어짐,"o 사다리 작업 중 낙상위험(미끄러짐, 전도 등)",C4,"o 사다리 작업 시 2인 1조, 전도방지대 설치, 미끄럼방지 조치, 사다리 최상단부 작업금지",C1
664,SKO,"지하철(대합실,승강장)",실내,장비점검 및 시설,C2등급,절단/베임/긁힘,o 구조물에 의한 부딪힘/찍힘 위험,C2,o 개인안전보호구 착용 후 작업,C1
665,SKO,"지하철(대합실,승강장)",실내,장비점검 및 시설,C2등급,불안정한 작업자세,o 안전벨트 미착용 및 안전고리 미체결로 추락 위험,S,o 안전벨트 착용 및 안전고리 체결,C1
666,SKO,"지하철(대합실,승강장)",실내,장비점검 및 시설,C2등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
667,SKO,"지하철(대합실,승강장)",실내,장비점검 및 시설,C2등급,깔림/끼임,o 장비(리프트 등) 사용으로 인한 위험,S,"o 차량 사전 안전조치/확인(주변통제, 중장비 관련 안전서류, 아웃트리거, 개인보호구 착용 등) ",C1
668,SKO,"지하철(대합실,승강장)",실내,장비점검 및 시설,C2등급,넘어짐,o 기존 시설물에 부딪히거나 걸려 넘어짐,C3,"o 전방주시 및 주변시설물(지선,블록,구조물)확인",C1
669,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,추락,o 급전선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
670,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,절단/배임/찔림,o 급전선 고정 작업 중 드릴작업으로 분진/파쇄석에 의한 위험,C2,"o 드릴작업에 따른 분진 방지마개 활용, 방진마스크, 보안경 착용",C1
671,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,절단/배임/찔림,o 급전선 커팅 Tool에 근로자 손베임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
672,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,끼임,o 커넥터 조립에 따른 손감김,C3,o 무리한 힘을 가하지말고 여러 번으로 조립,C1
673,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
674,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,넘어짐,o 작업시 근로자 넘어짐에 따른 부상,C4,"o 안전화착용(미끄럼방지등), 겨울철 결빙시는 친환경 제설제 살포 후 안전작업",C1
675,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
676,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,불안정한 작업자세,o 천정파손에 의한 추락위험 및 천정 작업 시 협소한 작업공간에 따른 충돌위험,C3,o 작업동선루트의 천정 안전성 확인 및 후레시 등 조명으로 시야확보,C1
677,SKO,"지하철(대합실,승강장)",실내,급전선 점검 및 시설,C2등급,끼임,o 층간 급전선 인양 시 트레이 등에 손끼임 등 협착 위험,C3,"o 공구사용 철자재 절단작업 시 개인보호구 착용(장갑, 방진마스크, 보호안경 등)",C1
678,SKO,"지하철(대합실,승강장)",실내,안테나 점검 및 시설,C3등급,깔림/끼임,o 자재 인양줄 결속상태의 불량으로 인한 낙하 및 비래,S,o 운반거리 단축 및 적합한 운반구 선정하여 이동,C1
679,SKO,"지하철(대합실,승강장)",실내,안테나 점검 및 시설,C3등급,불안정한 작업자세,o 안테나 설치 작업 중 작업자 추락위험,S,o 생명줄 설치 및 이중안전고리 체결 후 작업,C1
680,SKO,"지하철(대합실,승강장)",실내,안테나 점검 및 시설,C3등급,넘어짐,"o 사다리 작업 중 낙상위험(미끄러짐, 전도 등)",C4,"o 사다리 작업 시 2인 1조, 전도방지대 설치, 미끄럼방지 조치, 사다리 최상단부 작업금지",C1
681,SKO,"지하철(대합실,승강장)",실내,안테나 점검 및 시설,C3등급,절단/배임/찔림,o 안테나 설치 작업시 공구 및 안테나 낙하위험,S,"o 안테나/공구 등 낙하방지 조임줄 사용, 상.하 동시작업 금지. 낙하 예상지점에 안전시설 조치",C1
682,SKO,"지하철(대합실,승강장)",실내,안테나 점검 및 시설,C3등급,불안정한 작업자세,o 천정파손에 의한 추락위험 및 천정 작업 시 협소한 작업공간에 따른 충돌위험,C3,o 작업동선루트의 천정 안전성 확인 및 후레시 등 조명으로 시야확보,C1
683,SKO,"지하철(대합실,승강장)",실내,안테나 점검 및 시설,C3등급,절단/배임/찔림,o 드릴작업에 따른 파쇄석으로 근로자 눈.얼굴 부상,C2,o ㅇ 작업자 눈보호를 위한 보안경 착용,C1
684,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,깔림/끼임,o 전원선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
685,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,절단/배임/찔림,o 전원선 커팅/압착 Tool에 근로자 손베임/끼임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
686,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
687,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
688,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,감전,o 전원작업 시 작업자 감전 위험,C4,"o 작업 전 검전기(누설전류 등) 확인, 개인보호구(절연장갑 등) 착용 및 작업절차 준수",C1
689,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,화재/폭발,o 작업순서 미준수 및 볼트조임 등의 불량으로 화재위험,S,"o 작업절차 준수(차단기, 전원 극성 확인 등) 및 개인보호구 착용(절연 공.도구, 절연장갑 등)",C1
690,SKO,"지하철(대합실,승강장)",실내,전원 점검 및 시설,C3등급,불안정한 작업자세,o 천정파손에 의한 추락위험 및 천정 작업 시 협소한 작업공간에 따른 충돌위험,C3,o 작업동선루트의 천정 안전성 확인 및 후레시 등 조명으로 시야확보,C1
691,SKO,"지하철(대합실,승강장)",실내,접지 점검 및 시설,C3등급,깔림/끼임,o 접지선 인양/포설 시 근로자 추락위험,S,"o 추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
692,SKO,"지하철(대합실,승강장)",실내,접지 점검 및 시설,C3등급,절단/배임/찔림,o 접지선 커팅/압착 Tool에 근로자 손베임/끼임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
693,SKO,"지하철(대합실,승강장)",실내,접지 점검 및 시설,C3등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
694,SKO,"지하철(대합실,승강장)",실내,접지 점검 및 시설,C3등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
695,SKO,"지하철(대합실,승강장)",실내,접지 점검 및 시설,C3등급,감전,o 전원접지 시 작업자 감전 위험,C4,o 작업 전 개인보호구(절연장갑 등) 착용 및 작업절차 준수,C1
696,SKO,"지하철(대합실,승강장)",실내,접지 점검 및 시설,C3등급,불안정한 작업자세,o 천정파손에 의한 추락위험 및 천정 작업 시 협소한 작업공간에 따른 충돌위험,C3,o 작업동선루트의 천정 안전성 확인 및 후레시 등 조명으로 시야확보,C1
697,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,절단/배임/찔림,o 전원선 커팅/압착 Tool에 근로자 손베임/끼임 위험,C3,o 작업자 보호구(장갑 등) 착용 및 작업절차 준수,C1
698,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
699,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,넘어짐,o 사다리 전도로 인한 낙상위험,C4,"o 사다리 작업 시 2인 1조로 하단고정작업 실시. 사다리 최상단부 작업금지(현장점검, 교육실시).월1회 이상 사다리 점검 후 필증부착확인",C1
700,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,깔림/끼임,"o 케이블 랙, 덕트 설치로 인한 낙하 위험",C3,o 개인보호구 및 이중안전고리 체결 후 작업(2인 1조작업),C1
701,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,깔림/끼임,o 케이블 포설 작업으로 작업자 근골격계질환 위험,C3,o 충분한 스트레칭 실시 후 2인 1조 작업,C1
702,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,감전,o 분전반 및 정류기 AC전원 입전 작업으로 작업자 감전 위험,C4,o 누설전류 측정 후 차단기 OFF 후 전원 연결 작업,C1
703,SKO,"지하철(대합실,승강장)",실내,정류기 점검 및 시설,C3등급,화재/폭발,o 작업순서 미준수 및 볼트조임 등의 불량으로 화재위험,S,"o 작업절차 준수(차단기, 전원 극성 확인 등) 및 개인보호구 착용(절연 공.도구, 절연장갑 등)",C1
704,SKO,"지하철(대합실,승강장)",실내,축전지 점검 및 시설,C3등급,절단/배임/찔림,"o 작업도구(몽키,토크렌치등)에 따른 끼임,공구떨어트림, 공구 부딪힘(얼굴등)",C3,"o 공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
705,SKO,"지하철(대합실,승강장)",실내,축전지 점검 및 시설,C3등급,감전,o 충방전케이블 연결 작업 중 근로자 감전 위험,C4,o 축전지 케이블 연결전 사전에 저압검전기 로 확인 하고 절연장갑 을 착용한 후 작업실시,C1
706,SKO,"지하철(대합실,승강장)",실내,축전지 점검 및 시설,C3등급,화재/폭발,o 작업순서 미준수 및 볼트조임 등의 불량으로 화재위험,S,"o 작업절차 준수(차단기, 전원 극성 확인 등) 및 개인보호구 착용(절연 공.도구, 절연장갑 등)",C1
707,SKO,"지하철(대합실,승강장)",실내,OJC 점검 및 시설,C2등급,절단/베임/긁힘,o 구조물에 의한 부딪힘/찍힘 위험,C2,o 개인안전보호구 착용 후 작업,C1
708,SKO,"지하철(대합실,승강장)",실내,OJC 점검 및 시설,C2등급,불안정한 작업자세,o OJC ~ 장비간 연결 작업 중 근로자 추락 위험,S,o 이중안전고리 확인 후 작업,C1
709,SKO,"지하철(대합실,승강장)",실내,OJC 점검 및 시설,C2등급,넘어짐,"o 사다리 작업 중 낙상위험(미끄러짐, 전도 등)",C4,"o 사다리 작업 시 2인 1조, 전도방지대 설치, 미끄럼방지 조치, 사다리 최상단부 작업금지",C1
